Berthierville,7686396231,6823383755
Sunduk,2516349890,4690927545
Stockholm,3375404425,8066996047
Sokołów Podlaski,9624970831,9583290483
Kaeng Khoi,1874749477,5743395594
Passo Fundo,5358736891,4535242097
Now Zād,8009178500,0043228585
Taganskiy,5259483790,6164669340
Buritama,8606663921,5889269518
Tartu,0148969054,7767228266
Mrozy,8646661180,8864452834
Luxia,3924902968,9251479186
‘Afula ‘Illit,5326805669,4414425395
Kampong Thom,5730730365,5244653873
Wuxi,5407089408,6291538393
Vila Franca de Xira,8233609226,4740794209
Kamubheka,6150011755,6097518919
Cabinda,7165921168,0221188118
Pop,5015244479,7651606558
Shikhany,0871641550,5062638968
Jiangdulu,5539707850,9652078026
Dougou,4656473839,6719099639
Karangduren Dua,8880740873,6165409148
Valladolid,2818457947,2970356007
Azeitão,3382802325,8942697380
Birni N Konni,4472570483,4117175777
Carandaí,6577168830,7235407174
Semey,0132923912,1305826787
Alcanena,5856046803,3530852171
Dhahi,6841570448,4020003920
Shashemenē,1362064467,6253502565
Kowala,1942794789,5648090005
Xincheng,4262419762,9137655760
Buena Esperanza,3356422952,5982861766
Bogorame,9983933438,7482965610
Triánta,6534516292,7992700155
Ushibuka,4210138118,2584657783
Pitomača,4530345653,1977329535
Linchen,4621520369,2334070815
Tyachiv,5765746012,1501061348
Miaotang,2246136539,8365602180
Kumbo,5474640145,5550696231
Wurno,9841727889,8270048038
Carigara,0970354142,0429191413
El Progreso,5911023784,6932642980
Jaffna,8790612760,0199715882
Tabira,9195839585,3347880765
Korets’,4268553851,0346584922
Viga,8724629235,5709442534
Baganhilir,7878220255,3473524581
Inozemtsevo,5917895112,0153767308
Vancouver,1254279105,8179723577
Walakeri,2652819739,6364514901
Biała Piska,6325620593,7557909143
San Gregorio,3991983141,9491646796
Molina,2070820548,8013269701
Calceta,9053454586,5942974993
Jiguan,7880291601,4922259961
Shenkou,3840813859,0127602135
Independencia,5633873335,5344827849
Mahe,3986993819,5300307890
Borås,1695960076,7019620396
Frydek,0248086901,5935152037
Magadan,0792407571,1994327898
Jirny,5894692164,2356842306
Kurkino,8375581569,8617142480
Pategi,5893228731,5835277989
Brokopondo,6251062517,1127155105
Melíssia,9145793212,3657678212
Xinying,3186212529,2481223233
Ngedhusuba,9146763147,4040308859
Tegalwero,4920440928,1008445673
Knoxville,7601693090,9686262997
Sant Julià de Lòria,8666893370,1977122396
Poretskoye,3819012036,7997162666
Sukaratu,8913207087,0727097482
Borås,0819828297,1227355548
Talitsy,5453074361,8716428382
Herrera,1702694658,7066356276
La Victoria,2298922918,8116416731
Barão de Melgaço,0553945734,4522561415
Surovikino,7293069316,9035100387
Bal’shavik,2483093612,2600045368
Wijewo,3196591964,9130653355
Standerton,6588325568,3837581144
St. Anton an der Jeßnitz,9411730523,6133672013
Tsowkêy,9572421654,7780745023
Linamon,0532117670,7897480178
Åmål,2376778786,1557176442
Datarnangka,2563209447,6052449608
Tarczyn,3388559554,2459585705
Ituiutaba,7118692484,0192558161
Węgry,3121192000,0132894734
Skýros,5906802428,4886123856
Washington,9917300791,0653497849
Batangtoru,6672402799,0005614449
Guohe,8735109920,2357519630
Muli,2257810929,5086874092
Kuroda,7255674801,7574254176
Taphan Hin,6162204022,5998238540
Yongding,8208002798,2864729679
Yashikera,2871864268,9553959164
Almelo,4384475365,0533894735
Oak Bay,6320530162,1690940808
Taipingying,2636095098,8165876651
Guishan,4616494495,4484619482
Prokhladnyy,7861892638,9976861133
Azinhal,8349746912,6321782319
Kāshmar,3272156011,5200286999
Taveiro,4863307853,0258755067
Jonava,3300512158,8265696523
Sacanche,5522805269,3736397666
Yuecheng,7985345809,0542240815
San Agustín,7296037687,9157137986
Karangsari,4701797243,1866793519
Mojogajeh,7367576046,5912960412
Choujiang,2354410107,9000290155
El Cuy,2193289832,0554315866
Qiaogu,5678042165,0944114989
Nixi,3948074291,7573345747
Baozhu,6929641685,2273225946
Nam Đàn,1924899280,8534686343
Hongmen,1682763900,3654164382
Arsenal,4683723816,5551409848
Suyang,4466422303,5839845094
Santa Elena,9702583535,5674785414
Karangbayat,3910290310,7940333380
Fengshan,6130921586,4728691284
Vrýses,9113398695,0365447919
Fiais da Beira,9532300171,6004186538
Karajeun,3506696998,3277102475
Bulakbanjar,0210855304,2093564483
Kujama,5914714338,1991571364
Khodzhi-Gasan,9752271367,6599641377
Washington,4469282545,3339009880
Boituva,9487143874,3379550981
Babakan,0808314351,1115521861
Pinglin,7805892504,7180704830
Xiadingjia,5173300353,8924374540
Rakiv Lis,2393693602,4054529828
Esch-sur-Alzette,2550621417,2541214693
Yirga ‘Alem,9870643329,6758940284
Gaojiabu,8707989075,3899645286
Torkanivka,3071021933,7629627440
Wum,1542431239,9137588753
Kariya,4720487491,6633764693
Patalan,4663806287,7902865605
Sincé,6774810888,0363990755
Bail,4670754025,1198901608
Terter,3493751699,2293483967
Ishikawa,7150757561,0504109227
Huatan,8195823025,4889954422
Maradi,0637543335,4121039394
Kivijärvi,8474124484,9146480277
Niedźwiedź,8710068783,7124929237
Francistown,7947358575,5228832785
Caticugan,7529215167,7996232148
Sukaharja,8550077607,1022778897
Rustenburg,2634556292,9204629428
Kubangkondanglapangan,7789113801,7177517219
Anchorage,9120327889,9905678158
